ASES EC 2922-12,,ASESORIS AC4 END CAP 2922 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES EC 2922-8,,ASESORIS AC4 END CAP 2922 - 8 X 2700 mm,52470,99000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES EC 2933-12,,ASESORIS AC4 END CAP 2933 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES EC 2933-8,,ASESORIS AC4 END CAP 2933 - 8 X 2700 mm,52470,99000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES EC 2939-12,,ASESORIS AC4 END CAP 2939 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES EC 2939-8,,ASESORIS AC4 END CAP 2939 - 8 X 2700 mm,52470,99000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES EC 2947-12,,ASESORIS AC4 END CAP 2947 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES EC 2947-8,,ASESORIS AC4 END CAP 2947 - 8 X 2700 mm,52470,99000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES FN 2113-12,,ASESORIS AC4 F-NOSING 2113 - 12 X 2700 mm,57700,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES FN 2113-8,,ASESORIS AC4 F-NOSING 2113 - 8 X 2700 mm,52470,99000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES FN 2922-12,,ASESORIS AC4 F-NOSING 2922 - 12 X 2700 mm,57700,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES FN 2922-8,,ASESORIS AC4 F-NOSING 2922 - 8 X 2700 mm,52470,99000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES FN 2933-12,,ASESORIS AC4 F-NOSING 2933 - 12 X 2700 mm,57700,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES FN 2933-8,,ASESORIS AC4 F-NOSING 2933 - 8 X 2700 mm,52470,99000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES FN 2939-12,,ASESORIS AC4 F-NOSING 2939 - 12 X 2700 mm,57700,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES FN 2939-8,,ASESORIS AC4 F-NOSING 2939 - 8 X 2700 mm,52470,99000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES FN 2947-12,,ASESORIS AC4 F-NOSING 2947 - 12 X 2700 mm,57700,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES FN 2947-8,,ASESORIS AC4 F-NOSING 2947 - 8 X 2700 mm,52470,99000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES RD 2113-12,,ASESORIS AC4 REDUCER 2113 - 12 X 2700 mm,57700,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES RD 2113-8,,ASESORIS AC4 REDUCER 2113 - 8 X 2700 mm,52470,99000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES RD 2922-12,,ASESORIS AC4 REDUCER 2922 - 12 X 2700 mm,57700,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES RD 2922-8,,ASESORIS AC4 REDUCER 2922 - 8 X 2700 mm,52470,99000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES RD 2933-12,,ASESORIS AC4 REDUCER 2933 - 12 X 2700 mm,57700,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES RD 2933-8,,ASESORIS AC4 REDUCER 2933 - 8 X 2700 mm,52470,99000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES RD 2939-12,,ASESORIS AC4 REDUCER 2939 - 12 X 2700 mm,57700,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES RD 2939-8,,ASESORIS AC4 REDUCER 2939 - 8 X 2700 mm,52470,99000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES RD 2947-12,,ASESORIS AC4 REDUCER 2947 - 12 X 2700 mm,57700,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES RD 2947-8,,ASESORIS AC4 REDUCER 2947 - 8 X 2700 mm,52470,99000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES SK 2113-100,,ASESORIS AC4 SKIRTING (PLINT) 2113 - 100 X 2400 mm,84270,159000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES SK 2113-75,,ASESORIS AC4 SKIRTING (PLINT) 2113 - 75 X 2400 mm,73670,139000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES SK 2922-100,,ASESORIS AC4 SKIRTING (PLINT) 2922 - 100 X 2400 mm,84270,159000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES SK 2922-75,,ASESORIS AC4 SKIRTING (PLINT) 2922 - 75 X 2400 mm,73670,139000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES SK 2933-100,,ASESORIS AC4 SKIRTING (PLINT) 2933 - 100 X 2400 mm,84270,159000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES SK 2933-75,,ASESORIS AC4 SKIRTING (PLINT) 2933 - 75 X 2400 mm,73670,139000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES SK 2939-100,,ASESORIS AC4 SKIRTING (PLINT) 2939 - 100 X 2400 mm,84270,159000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES SK 2939-75,,ASESORIS AC4 SKIRTING (PLINT) 2939 - 75 X 2400 mm,73670,139000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES SK 2947-100,,ASESORIS AC4 SKIRTING (PLINT) 2947 - 100 X 2400 mm,84270,159000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES SK 2947-75,,ASESORIS AC4 SKIRTING (PLINT) 2947 - 75 X 2400 mm,73670,139000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES TC 2113-12,,ASESORIS AC4 T-COVER 2113 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES TC 2113-8,,ASESORIS AC4 T-COVER 2113 - 8 X 2700 mm,52470,99000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES TC 2922-12,,ASESORIS AC4 T-COVER 2922 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES TC 2922-8,,ASESORIS AC4 T-COVER 2922 - 8 X 2700 mm,52470,99000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES TC 2933-12,,ASESORIS AC4 T-COVER 2933 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES TC 2933-8,,ASESORIS AC4 T-COVER 2933 - 8 X 2700 mm,52470,99000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES TC 2939-12,,ASESORIS AC4 T-COVER 2939 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES TC 2939-8,,ASESORIS AC4 T-COVER 2939 - 8 X 2700 mm,52470,99000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES TC 2947-12,,ASESORIS AC4 T-COVER 2947 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASES TC 2947-8,,ASESORIS AC4 T-COVER 2947 - 8 X 2700 mm,52470,99000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO EC 2736-12,,ASESORIS AC5 END CAP 2736 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO EC 2737-12,,ASESORIS AC5 END CAP 2737 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO EC 2738-12,,ASESORIS AC5 END CAP 2738 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO EC 2739-12,,ASESORIS AC5 END CAP 2739 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO EC 2745-12,,ASESORIS AC5 END CAP 2745 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO EC 2918-12,,ASESORIS AC5 END CAP 2918 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO EC 2919-12,,ASESORIS AC5 END CAP 2919 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO EC 2921-12,,ASESORIS AC5 END CAP 2921 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO FN 2736-12,,ASESORIS AC5 F-NOSING 2736 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO FN 2737-12,,ASESORIS AC5 F-NOSING 2737 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO FN 2738-12,,ASESORIS AC5 F-NOSING 2738 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO FN 2739-12,,ASESORIS AC5 F-NOSING 2739 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO FN 2745-12,,ASESORIS AC5 F-NOSING 2745 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO FN 2918-12,,ASESORIS AC5 F-NOSING 2918 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO FN 2919-12,,ASESORIS AC5 F-NOSING 2919 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO FN 2921-12,,ASESORIS AC5 F-NOSING 2921 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO RD 2736-12,,ASESORIS AC5 REDUCER 2736 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO RD 2737-12,,ASESORIS AC5 REDUCER 2737 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO RD 2738-12,,ASESORIS AC5 REDUCER 2738 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO RD 2739-12,,ASESORIS AC5 REDUCER 2739 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO RD 2745-12,,ASESORIS AC5 REDUCER 2745 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO RD 2918-12,,ASESORIS AC5 REDUCER 2918 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO RD 2919-12,,ASESORIS AC5 REDUCER 2919 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO RD 2921-12,,ASESORIS AC5 REDUCER 2921 - 12 X 2700 mm,57770,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO SK 2736-100,,ASESORIS AC5 SKIRTING (PLINT) 2736 - 100 X 2400 mm,84270,159000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO SK 2736-75,,ASESORIS AC5 SKIRTING (PLINT) 2736 - 75 X 2400 mm,73670,139000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO SK 2737-100,,ASESORIS AC5 SKIRTING (PLINT) 2737 - 100 X 2400 mm,84270,159000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO SK 2737-75,,ASESORIS AC5 SKIRTING (PLINT) 2737 - 75 X 2400 mm,73670,139000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO SK 2738-100,,ASESORIS AC5 SKIRTING (PLINT) 2738 - 100 X 2400 mm,84270,159000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO SK 2738-75,,ASESORIS AC5 SKIRTING (PLINT) 2738 - 75 X 2400 mm,73670,139000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO SK 2739-100,,ASESORIS AC5 SKIRTING (PLINT) 2739 - 100 X 2400 mm,84270,159000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO SK 2739-75,,ASESORIS AC5 SKIRTING (PLINT) 2739 - 75 X 2400 mm,73670,139000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO SK 2745-100,,ASESORIS AC5 SKIRTING (PLINT) 2745 - 100 X 2400 mm,84270,159000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO SK 2745-75,,ASESORIS AC5 SKIRTING (PLINT) 2745 - 75 X 2400 mm,73670,139000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO SK 2918-100,,ASESORIS AC5 SKIRTING (PLINT) 2918 - 100 X 2400 mm,84270,159000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO SK 2918-75,,ASESORIS AC5 SKIRTING (PLINT) 2918 - 75 X 2400 mm,73670,139000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO SK 2919-100,,ASESORIS AC5 SKIRTING (PLINT) 2919 - 100 X 2400 mm,84270,159000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO SK 2919-75,,ASESORIS AC5 SKIRTING (PLINT) 2919 - 75 X 2400 mm,73670,139000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO SK 2921-100,,ASESORIS AC5 SKIRTING (PLINT) 2921 - 100 X 2400 mm,84270,159000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO SK 2921-75,,ASESORIS AC5 SKIRTING (PLINT) 2921 - 75 X 2400 mm,73670,139000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO TC 2736-12,,ASESORIS AC5 T-COVER 2736 - 12 X 2700 mm,57700,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO TC 2737-12,,ASESORIS AC5 T-COVER 2737 - 12 X 2700 mm,57700,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO TC 2738-12,,ASESORIS AC5 T-COVER 2738 - 12 X 2700 mm,57700,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO TC 2739-12,,ASESORIS AC5 T-COVER 2739 - 12 X 2700 mm,57700,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO TC 2745-12,,ASESORIS AC5 T-COVER 2745 - 12 X 2700 mm,57700,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO TC 2918-12,,ASESORIS AC5 T-COVER 2918 - 12 X 2700 mm,57700,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO TC 2919-12,,ASESORIS AC5 T-COVER 2919 - 12 X 2700 mm,57700,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
ASSO TC 2921-12,,ASESORIS AC5 T-COVER 2921 - 12 X 2700 mm,57700,109000,SYNCON,,,,ASESORIS PARQUETE,,,average,Real Time (automated),Stockable Product,WH - Stock
CHA 301.1,,CHRISTA 301.1,90000,188000,CHRISTA,RED,LION HEAD,1,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
CHA 301.2,,CHRISTA 301.2,90000,188000,CHRISTA,PINK,LION HEAD,2,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
CHA 301.3,,CHRISTA 301.3,90000,188000,CHRISTA,BROWN,LION HEAD,3,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
CHA 301.4,,CHRISTA 301.4,90000,188000,CHRISTA,GREY,LION HEAD,4,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
CHA 302.1,,CHRISTA 302.1,90000,188000,CHRISTA,PURPLE,CIRCLE,5,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
CHA 302.2,,CHRISTA 302.2,90000,188000,CHRISTA,GREY,CIRCLE,6,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
CHA 302.3,,CHRISTA 302.3,90000,188000,CHRISTA,BLACK,CIRCLE,7,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
CHA 302.4,,CHRISTA 302.4,90000,188000,CHRISTA,CREAM,CIRCLE,8,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
CHA 302.5,,CHRISTA 302.5,90000,188000,CHRISTA,BROWN,CIRCLE,9,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
CHA 303.1,,CHRISTA 303.1,90000,188000,CHRISTA,BLACK,HEXAGON,10,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
CHA 303.2,,CHRISTA 303.2,90000,188000,CHRISTA,BLUE,HEXAGON,11,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
CHA 303.3,,CHRISTA 303.3,90000,188000,CHRISTA,PINK,HEXAGON,12,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
CHA 303.4,,CHRISTA 303.4,90000,188000,CHRISTA,PURPLE,HEXAGON,13,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
CHA 303.5,,CHRISTA 303.5,90000,188000,CHRISTA,BROWN,HEXAGON,14,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
CHA 304.1,,CHRISTA 304.1,90000,188000,CHRISTA,PINK,ROSE,15,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
CHA 304.2,,CHRISTA 304.2,90000,188000,CHRISTA,PURPLE,ROSE,16,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
CHA 304.3,,CHRISTA 304.3,90000,188000,CHRISTA,PURPLE PINK,ROSE,17,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
CHA 304.4,,CHRISTA 304.4,90000,188000,CHRISTA,CREAM,ROSE,18,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
CHA 304.5,,CHRISTA 304.5,90000,188000,CHRISTA,BLACK,ROSE,19,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
CHA 305.1,,CHRISTA 305.1,90000,188000,CHRISTA,GREY,ELEPHANT,20,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
CHA 305.2,,CHRISTA 305.2,90000,188000,CHRISTA,BLUE,ELEPHANT,21,Wallpaper,Roll,Roll,average,Real Time (automated),Stockable Product,WH - Stock
